tool,sample,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,ST38,0.8637146390719664,PRG,Pandora illumina no denovo / PRG
Samtools,063_STEC,0.934110068395101,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_4E,0.8690120936076645,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,CFT073,0.9063122923588041,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MSB1_8B,0.9550971631879848,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_7A,0.8706812706876309,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,H131800734,0.9541937913288564,S1,Samtools / S1 (CP010226.1)
Samtools,ST38,0.8532961785932339,JJ1886,Samtools / JJ1886 (NC_022648.1)
Pandora illumina no denovo,Escherichia_coli_MSB2_1A,0.8813936909641775,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MINF_8D,0.9244161894093278,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MINF_1D,0.8966083332779465,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MINF_9A,0.8688511727448099,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MSB1_7A,0.9111038085117096,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MINF_7C,0.8587234219121405,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MSB1_1A,0.9631021870063609,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MINF_1D,0.872671261556458,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MSB1_1A,0.9272208659610354,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MSB1_1A,0.9363946354003879,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MSB1_3B,0.8593294736443788,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MSB1_4I,0.8485983816642289,H7,Samtools / H7 (CP010171.1)
Samtools,ST38,0.8552635012080508,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_9D,0.9256033702330932,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MSB1_8B,0.8686402585586442,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB1_8B,0.8696098534743818,EC958,Samtools / EC958 (NZ_HG941718.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1A,0.9072905430282204,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_6C,0.9259776423801224,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_9D,0.924461431358467,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MSB1_9D,0.8980922741643896,C1,Samtools / C1 (CP010116.1)
Samtools,H131800734,0.9391856040075084,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_8G,0.923292074148942,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MINF_7C,0.8823836254675431,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,CFT073,0.8686794505643954,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MSB1_9D,0.9170897343822662,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_7A,0.8615621496850312,H6,Samtools / H6 (CP010170.1)
Samtools,063_STEC,0.9003410918473747,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_4E,0.8652746018266858,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MINF_1A,0.8636777614861417,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MSB1_6C,0.8645277536848721,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MINF_1D,0.8790684381584107,VR50,Samtools / VR50 (NZ_CP011134.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1D,0.8995958978312741,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_8G,0.9268925702670696,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_7C,0.9230888160749936,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MSB1_8B,0.9200994038485042,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_8B,0.8615543394125396,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_4E,0.9073480046745268,CE10,Samtools / CE10 (NC_017646.1)
Samtools,CFT073,0.90577995376037,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MINF_1D,0.9207481207255228,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_3B,0.9201925519895776,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,ST38,0.8896942561485355,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_7A,0.8360731331773286,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_1A,0.8987062144338154,JJ1886,Samtools / JJ1886 (NC_022648.1)
Pandora illumina no denovo,063_STEC,0.8899625329162469,PRG,Pandora illumina no denovo / PRG
Pandora illumina no denovo,Escherichia_coli_MINF_7C,0.8931245220834494,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MINF_9A,0.8701228074447448,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_9D,0.9193103239529246,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MINF_1A,0.9002370540702894,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_4I,0.8708820332523718,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MSB1_3B,0.8676029385531031,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB1_4E,0.9072521715519376,LF82,Samtools / LF82 (NC_011993.1)
Samtools,CFT073,0.8502574265120165,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MSB1_3B,0.8720653660487921,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_8B,0.8798843004386263,C4,Samtools / C4 (CP010121.1)
Samtools,H131800734,0.9000604777744179,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_8D,0.8971530728305681,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MINF_9A,0.901072231556562,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MSB1_7C,0.8605210051210832,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_1A,0.9269449207783906,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB2_1A,0.8883259773344376,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,063_STEC,0.8648622377745966,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_7C,0.8908677632149987,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MINF_9A,0.8709642508312974,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MINF_1D,0.8745920761413559,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MINF_8D,0.8988233541426128,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_4I,0.8495699198883536,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_1A,0.9305502625680644,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_4E,0.9367394909663972,S88,Samtools / S88 (NC_011742.1)
Samtools,ST38,0.8306041298119824,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_9A,0.8697629618807207,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_6C,0.9101667288755938,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MINF_1D,0.902629987305343,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_4E,0.8483653797520584,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MINF_7C,0.8792805021902657,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MSB1_1A,0.901698752333567,C1,Samtools / C1 (CP010116.1)
Samtools,CFT073,0.9568028598628354,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB1_3B,0.8722167263999481,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_6C,0.9135662901012618,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MINF_9A,0.8940106005633072,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MSB1_4E,0.8863871711393227,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Pandora illumina no denovo,Escherichia_coli_MINF_9A,0.8986290695692405,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_7A,0.8605126954807216,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MSB1_4I,0.9295527435219604,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_3B,0.8633107914524647,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MSB2_1A,0.8694423768438048,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_3B,0.8513127807599371,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MINF_7C,0.8627957154966479,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MINF_1A,0.8931867947318447,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB2_1A,0.8842976506232505,C4,Samtools / C4 (CP010121.1)
Samtools,063_STEC,0.8682378099429157,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MSB1_7C,0.8639983508376009,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,H131800734,0.936837811161002,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Pandora illumina no denovo,H131800734,0.9053380194099424,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_6C,0.9487675919237596,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MSB2_1A,0.9371979410192164,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MSB1_3B,0.8614917643751792,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB1_6C,0.8783918410530583,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_8B,0.8504135037140645,H6,Samtools / H6 (CP010170.1)
Samtools,CFT073,0.8850420625206427,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_4I,0.9156130486708444,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,ST38,0.8464731697898565,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_7A,0.8720407909068504,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_7C,0.8423232575297284,S1,Samtools / S1 (CP010226.1)
Samtools,ST38,0.8843741357087319,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB2_1A,0.8671779173262604,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MSB1_7C,0.92319731360125,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_9D,0.9593992576021484,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MINF_7C,0.8790582154225524,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,CFT073,0.8590895844261818,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MSB1_9D,0.9182014049975648,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MINF_1D,0.8470160909761593,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_3B,0.9086080793993156,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,CFT073,0.936484622408735,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MSB1_6C,0.9224008528441116,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB1_7A,0.9385247748046188,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MINF_7C,0.9061475628478788,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MINF_9A,0.86586688960858,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_7C,0.9760762954604636,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MINF_7C,0.9174249115298664,CE10,Samtools / CE10 (NC_017646.1)
Samtools,063_STEC,0.8875103829772193,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MINF_1A,0.921445965236376,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MSB1_7A,0.8431755000145758,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MSB1_7C,0.8713978821282875,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,CFT073,0.9148569097161507,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MINF_7C,0.8917819100064611,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB2_1A,0.9114790275404404,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB1_4E,0.9819274702983872,JJ1886,Samtools / JJ1886 (NC_022648.1)
Pandora illumina with denovo,Escherichia_coli_MSB1_1A,0.9121734062053876,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MINF_9A,0.8684805047578077,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_3B,0.942237105990086,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MINF_8D,0.8874408024226241,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MSB1_1A,0.8699143725203651,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MSB1_4E,0.9130766957804144,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,ST38,0.9268281227985034,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Pandora illumina no denovo,Escherichia_coli_MINF_8D,0.9090971599487744,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MINF_8D,0.9310342851740327,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,CFT073,0.9500067999456004,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MSB2_1A,0.8717723589168336,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_3B,0.9030320721772646,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MSB1_4E,0.8623011129952376,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_6C,0.8632388205187419,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB1_3B,0.8389066376919708,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MSB1_7C,0.8637786433469317,W3110,Samtools / W3110 (NC_007779.1)
Samtools,063_STEC,0.9121688493010268,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,063_STEC,0.9177712387112738,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,063_STEC,0.8674999558171183,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_7A,0.9014016573956044,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_8G,0.8934325942890421,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB1_8G,0.8893393397597242,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,ST38,0.8545146662074508,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MINF_1D,0.8392929541330746,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,CFT073,0.8585067319461445,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MINF_9A,0.8716704139306228,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MINF_7C,0.8618917493079472,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_7A,0.8615038466736807,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB1_7A,0.9135657856728299,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_1A,0.8918069622659042,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MINF_1A,0.9048328025991976,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MINF_9A,0.8442518053154331,S1,Samtools / S1 (CP010226.1)
Samtools,ST38,0.8942368405946846,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MINF_7C,0.8820427857570494,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MINF_8D,0.9472787020510368,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MINF_9A,0.9235287592362617,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_1A,0.9309827308999472,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MSB1_1A,0.8726034301675663,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,H131800734,0.964957123540118,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_6C,0.8677151779936144,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MINF_7C,0.8429766272873308,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MINF_1A,0.8459632986041584,S1,Samtools / S1 (CP010226.1)
Samtools,063_STEC,0.9125444037961932,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MINF_7C,0.8630417128529173,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_1A,0.8989419766563104,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_7C,0.9166766122732402,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_9D,0.9311369583701368,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,ST38,0.8848098689669208,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MINF_8D,0.9047853702838904,C4,Samtools / C4 (CP010121.1)
Pandora illumina with denovo,Escherichia_coli_MSB1_8G,0.9060987252675874,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MSB1_1A,0.9438564184004752,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MSB2_1A,0.9399760973717592,S88,Samtools / S88 (NC_011742.1)
Samtools,063_STEC,0.9464326741247372,S88,Samtools / S88 (NC_011742.1)
Pandora illumina with denovo,Escherichia_coli_MSB2_1A,0.8921813244991456,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MSB1_8B,0.8908187237740871,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MINF_1D,0.9470845490738218,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MINF_1A,0.9291163115161772,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_3B,0.8464989810204931,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MSB1_9D,0.9162339681412812,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,H131800734,0.9014383440500712,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_8B,0.8657314738114315,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MINF_1A,0.8760472041184107,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Pandora illumina with denovo,Escherichia_coli_MINF_1A,0.9093930253137577,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MSB1_1A,0.8873890235764185,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB1_6C,0.871775317466924,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MSB2_1A,0.9322051222912976,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,ST38,0.8652070907107932,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MINF_1D,0.8446433200183441,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MINF_7C,0.9209044404004718,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MSB2_1A,0.8546866973486953,S1,Samtools / S1 (CP010226.1)
Samtools,H131800734,0.907856975768952,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_4E,0.9826329085618908,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,CFT073,0.8924015465019137,UMN026,Samtools / UMN026 (CU928163.2)
