tool,sample,recalls_wrt_truth_probes,ref,tool_and_ref
Samtools,Escherichia_coli_MINF_1D,0.8768848813982937,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB1_8G,0.9269075270743972,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_1A,0.9364157292297296,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MINF_7C,0.9239463590175304,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_3B,0.9226816802125536,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB2_1A,0.8767374626165407,S21,Samtools / S21 (CP010230.1)
Pandora illumina with denovo,Escherichia_coli_MSB1_8G,0.9058891713610554,PRG,Pandora illumina with denovo / PRG
Pandora illumina no denovo,CFT073,0.9106312201984246,PRG,Pandora illumina no denovo / PRG
Pandora illumina no denovo,Escherichia_coli_MINF_1A,0.9070354842668976,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_7C,0.8605724888507905,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_7C,0.8909249232305038,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_3B,0.9086132381202074,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_4E,0.9091521434694868,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MSB1_7A,0.8559241630801195,W3110,Samtools / W3110 (NC_007779.1)
Pandora illumina with denovo,Escherichia_coli_MSB1_4I,0.8760229429084457,PRG,Pandora illumina with denovo / PRG
Pandora illumina no denovo,Escherichia_coli_MSB1_4I,0.8584856284741139,PRG,Pandora illumina no denovo / PRG
Samtools,063_STEC,0.8607178834632311,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MSB1_8B,0.8308223810183413,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MSB1_9D,0.8850871085892289,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MSB1_7A,0.8431795535013887,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MSB1_3B,0.9201220616416697,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MINF_9A,0.8956995124274187,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB1_4E,0.8668418502366841,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MSB1_4E,0.8573531839214497,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MINF_7C,0.8664607504283335,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MSB1_9D,0.9171319521074748,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,ST38,0.906947738664621,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MSB1_3B,0.8389629625625377,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_1A,0.8987248144391832,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB2_1A,0.9372272416314784,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,063_STEC,0.8950214728805471,C4,Samtools / C4 (CP010121.1)
Pandora illumina no denovo,Escherichia_coli_MSB1_7A,0.8814054317637331,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MSB1_3B,0.8956800017298373,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MSB1_8G,0.8794223381975788,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MINF_1D,0.8458659735908881,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,CFT073,0.8784542624753718,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MSB1_8G,0.9339323112071766,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MSB1_6C,0.9269539064702802,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MINF_1A,0.9048423459796772,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB1_8G,0.8887653850892027,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MSB1_7A,0.9155659677316768,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MINF_1D,0.9105560005450658,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MSB1_8B,0.8471130159402694,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MINF_8D,0.9406118741870232,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Pandora illumina with denovo,Escherichia_coli_MSB1_6C,0.8907020770955572,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MSB1_9D,0.925629545648423,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MINF_1A,0.8760634621223378,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,CFT073,0.8686923641903104,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MINF_9A,0.8619184709377521,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MSB1_8B,0.8799007026320864,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MSB1_8G,0.9424242084868576,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MINF_7C,0.8820971442461035,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_8G,0.9755322484908894,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MINF_9A,0.9142012955036176,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,H131800734,0.9465097238190059,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MSB1_7C,0.8879409498800985,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MINF_9A,0.9235550047891424,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MINF_1D,0.9207859585683376,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,Escherichia_coli_MSB1_4I,0.8486299476349856,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MSB1_3B,0.8642266951729431,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MSB1_7A,0.8807614433820256,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MSB1_7A,0.8478809337036487,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,H131800734,0.9434914458350332,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_1A,0.9631069874836328,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_9D,0.9320385143520724,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MINF_7C,0.8628414069493766,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MINF_1D,0.8790983810875396,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_9D,0.9470661562973828,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MSB1_7C,0.8714612788767241,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MINF_1D,0.8481426211691665,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MINF_1D,0.8365267331602859,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MINF_1D,0.8746281752586571,C4,Samtools / C4 (CP010121.1)
Samtools,CFT073,0.905793018221951,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MINF_8D,0.8988270214826403,C1,Samtools / C1 (CP010116.1)
Samtools,H131800734,0.9495051792851416,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MSB1_7A,0.921356562851146,ST648,Samtools / ST648 (NZ_CP008697.1)
Pandora illumina no denovo,063_STEC,0.8899625329162469,PRG,Pandora illumina no denovo / PRG
Samtools,063_STEC,0.9121688493010268,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MSB1_8B,0.8383240038350077,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,H131800734,0.9078626426763968,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_6C,0.8817169940520146,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MINF_1A,0.8630306005775157,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_7C,0.8793255749153708,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MSB1_1A,0.8874118293043491,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB1_8B,0.8922612694092947,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MSB1_8B,0.9551124836020828,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_7C,0.8776760815547043,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MINF_1A,0.9291219048972552,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_7A,0.8706881930163037,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MINF_1A,0.8932048242582412,S88,Samtools / S88 (NC_011742.1)
Pandora illumina no denovo,Escherichia_coli_MSB1_7C,0.8769545025445155,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_9D,0.8871014345192723,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MSB1_9D,0.9594025267132092,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_4E,0.8498399919064126,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_6C,0.9101760227715197,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MINF_7C,0.8955963172216722,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,H131800734,0.9000858697233626,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MSB1_7A,0.9135783492696165,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MINF_9A,0.8848522400740287,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB1_9D,0.9193389048341072,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Pandora illumina no denovo,Escherichia_coli_MSB1_6C,0.8856993246418453,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MINF_8D,0.9244182381828288,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MINF_7C,0.9371965353901244,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,CFT073,0.9282119637659476,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,063_STEC,0.9125444037961932,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,H131800734,0.9383620849511172,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,H131800734,0.9549654666776975,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MINF_9A,0.8693916977374684,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MINF_9A,0.8940354883572429,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MINF_1D,0.8478833824668224,H6,Samtools / H6 (CP010170.1)
Pandora illumina with denovo,Escherichia_coli_MSB2_1A,0.8921705078908259,PRG,Pandora illumina with denovo / PRG
Samtools,H131800734,0.9071865255854688,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MINF_1D,0.9026658379891054,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_3B,0.8722190838889985,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MINF_9A,0.8709718441715866,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MINF_1A,0.9002525823476593,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_7A,0.8615133461954333,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,ST38,0.8469811896766315,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MINF_8D,0.9600087099528402,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_4I,0.9205399152389976,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MSB1_6C,0.8582499765034439,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,H131800734,0.9283972031004392,UMN026,Samtools / UMN026 (CU928163.2)
Pandora illumina no denovo,Escherichia_coli_MSB2_1A,0.8813217690337833,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB2_1A,0.9109585630073468,CE10,Samtools / CE10 (NC_017646.1)
Samtools,063_STEC,0.9464326741247372,S88,Samtools / S88 (NC_011742.1)
Samtools,CFT073,0.8591014545694777,W3110,Samtools / W3110 (NC_007779.1)
Samtools,Escherichia_coli_MINF_9A,0.8659094229759785,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_8G,0.9358809958450459,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Pandora illumina with denovo,Escherichia_coli_MINF_8D,0.9119779042249,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MSB2_1A,0.9400134724613978,S88,Samtools / S88 (NC_011742.1)
Pandora illumina no denovo,Escherichia_coli_MSB1_8B,0.8913812817943056,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_3B,0.8389170137603148,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MSB1_7C,0.8640990028103603,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MSB1_8B,0.8504292655634229,H6,Samtools / H6 (CP010170.1)
Samtools,Escherichia_coli_MSB1_7C,0.8695569613385562,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,063_STEC,0.9054618878461728,UMN026,Samtools / UMN026 (CU928163.2)
Pandora illumina no denovo,ST38,0.8637406163649031,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_7A,0.8657827506519389,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MSB1_6C,0.8784033083150955,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_8G,0.9343774848528968,H6,Samtools / H6 (CP010170.1)
Samtools,H131800734,0.9007876621468572,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,CFT073,0.8813222087072091,C4,Samtools / C4 (CP010121.1)
Pandora illumina no denovo,Escherichia_coli_MSB1_3B,0.8883552220813726,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_7A,0.8644179193079907,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,CFT073,0.914867075744092,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_4E,0.8591556045430584,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MSB1_9D,0.9244875439257892,S1,Samtools / S1 (CP010226.1)
Samtools,ST38,0.8605442443124147,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,Escherichia_coli_MSB1_1A,0.9491292043870642,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_9D,0.9182381802821707,C4,Samtools / C4 (CP010121.1)
Samtools,Escherichia_coli_MSB1_4I,0.8430874691674473,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MINF_1A,0.8782630603161479,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MINF_8D,0.8663366052958805,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_7C,0.8844359337669037,NCTC_13441,Samtools / NCTC_13441 (NZ_LT632320.1)
Samtools,063_STEC,0.9210584451160242,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MINF_1D,0.8570863564000386,S21,Samtools / S21 (CP010230.1)
Samtools,Escherichia_coli_MSB1_7C,0.8716213283564275,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MINF_9A,0.8551027365755196,LF82,Samtools / LF82 (NC_011993.1)
Samtools,Escherichia_coli_MINF_1A,0.8716190463885892,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MINF_7C,0.8430224630506826,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MINF_9A,0.9531448702061224,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,Escherichia_coli_MSB1_1A,0.8726202711644867,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,Escherichia_coli_MSB1_4I,0.8309289086551236,S1,Samtools / S1 (CP010226.1)
Samtools,Escherichia_coli_MSB1_6C,0.9135756387706602,CE10,Samtools / CE10 (NC_017646.1)
Samtools,063_STEC,0.8682422282310941,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Pandora illumina no denovo,H131800734,0.9052894037902496,PRG,Pandora illumina no denovo / PRG
Samtools,Escherichia_coli_MSB1_1A,0.9313134441831981,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,ST38,0.8942770589202264,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MSB1_9D,0.9268458462783128,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MSB1_1A,0.9438579695045546,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MINF_1A,0.8989638309830039,VR50,Samtools / VR50 (NZ_CP011134.1)
Samtools,Escherichia_coli_MSB1_8G,0.945865204779877,09-00049,Samtools / 09-00049 (NZ_CP015228.1)
Samtools,Escherichia_coli_MSB1_6C,0.876233569194001,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MINF_8D,0.9552869986763164,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MINF_1D,0.9471119811486932,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MINF_8D,0.922888266203664,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,ST38,0.8552943662964093,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MINF_1A,0.8555694084663535,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MINF_9A,0.8529192123078255,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MINF_7C,0.8918050475168517,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB1_4I,0.907106450478693,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB2_1A,0.8695949611945932,H7,Samtools / H7 (CP010171.1)
Samtools,Escherichia_coli_MINF_7C,0.9191531744102636,ECONIH1,Samtools / ECONIH1 (NZ_CP009859.1)
Samtools,Escherichia_coli_MINF_1D,0.8470358713245436,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_4I,0.8751935841450224,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB1_3B,0.8720704259994541,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,063_STEC,0.9341056501069226,EC958,Samtools / EC958 (NZ_HG941718.1)
Samtools,Escherichia_coli_MINF_1A,0.8696875343182537,C1,Samtools / C1 (CP010116.1)
Samtools,Escherichia_coli_MINF_8D,0.9234383684883076,S21,Samtools / S21 (CP010230.1)
Samtools,063_STEC,0.9376181892087728,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,H131800734,0.9423645840168202,ST648,Samtools / ST648 (NZ_CP008697.1)
Samtools,CFT073,0.8515546367073801,EcRV308Chr,Samtools / EcRV308Chr (NZ_LM995446.1)
Samtools,Escherichia_coli_MSB1_8G,0.8934551074576385,S88,Samtools / S88 (NC_011742.1)
Samtools,Escherichia_coli_MSB1_8G,0.9554854352622324,Y5,Samtools / Y5 (NZ_CP013483.1)
Pandora illumina with denovo,Escherichia_coli_MSB1_7C,0.8890884232684817,PRG,Pandora illumina with denovo / PRG
Samtools,Escherichia_coli_MSB1_8G,0.9304605167374091,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB1_4I,0.8503369773228084,MRSN346595,Samtools / MRSN346595 (NZ_CP018109.1)
Samtools,ST38,0.8520562457109906,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_7C,0.9167227291962804,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,ST38,0.8897186409808818,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MSB1_3B,0.8614994986174817,JJ1886,Samtools / JJ1886 (NC_022648.1)
Samtools,Escherichia_coli_MINF_7C,0.8703854111704619,Y5,Samtools / Y5 (NZ_CP013483.1)
Samtools,Escherichia_coli_MSB1_9D,0.9350379887560988,W3110,Samtools / W3110 (NC_007779.1)
Samtools,ST38,0.8402857687079089,NGF1,Samtools / NGF1 (NZ_CP016007.1)
Samtools,CFT073,0.8510300123966782,C1,Samtools / C1 (CP010116.1)
Samtools,H131800734,0.939209370925824,SMS-3-5,Samtools / SMS-3-5 (NC_010498.1)
Samtools,Escherichia_coli_MINF_1D,0.8973348267255161,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MINF_7C,0.9174605903590888,CE10,Samtools / CE10 (NC_017646.1)
Samtools,Escherichia_coli_MSB1_7A,0.938534886679246,MRSN346647,Samtools / MRSN346647 (CP018206.1)
Samtools,Escherichia_coli_MSB1_8B,0.8908299315293587,UMN026,Samtools / UMN026 (CU928163.2)
Samtools,Escherichia_coli_MSB2_1A,0.8843360356889172,C4,Samtools / C4 (CP010121.1)
Samtools,ST38,0.909799685320433,ST648,Samtools / ST648 (NZ_CP008697.1)
