tool,sample,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora nanopore no denovo,Escherichia_coli_MSB1_7A,0.8754770284308945,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_9D,0.9272586179852887,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.933058762921235,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_9A,0.9584832758816622,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8594562388470272,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8389007042177107,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8666965975671992,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8280194429607839,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8681239006968408,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.9167765410384136,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,063_STEC,0.8576339183146882,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8764122970781842,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8875588658987991,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MINF_8D,0.8881028920481568,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.8861447055345151,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8655720005642422,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8602075264138042,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,063_STEC,0.8964883445557853,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.885626770895163,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8674758459324451,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8461391873357722,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MINF_8D,0.8954748356855936,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.8997930364509271,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8702378796519784,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.864088151998177,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.9340372624505466,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,ST38,0.8818229496904085,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,H131800734,0.9235559765042178,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,ST38,0.8450216179122081,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8941204903395588,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9060487619132948,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9263406873442492,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9627958024884928,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8667590222573366,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.9182021434495419,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,CFT073,0.8477734555643209,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.9228642888920237,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8636562398998335,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,063_STEC,0.9183809624798968,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9455255482399592,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8935127176524938,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_7C,0.9357114485080954,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_8B,0.8639712971940888,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,H131800734,0.9485751616832748,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8557177190886022,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8671632765581555,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9000689878496909,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8618594277156132,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9216075593222282,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.9178080013568808,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,CFT073,0.9350709408651248,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MINF_1A,0.9282368976944594,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,ST38,0.8374781798683356,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8418012436810566,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9323243273684656,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8604504172137285,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8630752722466531,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8465134522017512,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Pandora nanopore no denovo,Escherichia_coli_MSB1_8G,0.8954989864600016,PRG,Pandora nanopore no denovo / PRG
Pandora nanopore with denovo,Escherichia_coli_MSB2_1A,0.8822050802188095,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MINF_8D,0.8662420564657074,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.9127120798702032,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.932092503911994,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8932670609817471,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_6C,0.9239919977443306,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,ST38,0.8278029573617015,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,ST38,0.8863500562300552,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8569510302846168,H7,Nanopolish / H7 (CP010171.1)
Pandora nanopore no denovo,Escherichia_coli_MSB1_6C,0.8780058808523208,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB2_1A,0.8714402166078229,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.9201108953005132,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,H131800734,0.8986651679879953,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8430956518918744,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.90492823372273,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8482184324813207,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8832579884240401,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8640959196552048,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8590706778379985,LF82,Nanopolish / LF82 (NC_011993.1)
Pandora nanopore no denovo,CFT073,0.9024470809514742,PRG,Pandora nanopore no denovo / PRG
Pandora nanopore no denovo,ST38,0.8645834148734367,PRG,Pandora nanopore no denovo / PRG
Nanopolish,CFT073,0.8597815231203877,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,CFT073,0.855541781468715,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9249581145198305,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_7C,0.9018805172015152,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.9410125494287482,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,H131800734,0.939357717291766,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8928850588820486,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Pandora nanopore with denovo,ST38,0.865929805060444,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MINF_7C,0.9156761147044352,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8761298408185852,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,ST38,0.9077487886402242,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8547698259444764,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8837104219315667,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8372898855874825,S1,Nanopolish / S1 (CP010226.1)
Pandora nanopore with denovo,Escherichia_coli_MSB1_7A,0.8757075921724935,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB1_3B,0.8575722274627883,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8669186603388657,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8671806334704153,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8668061092632346,H6,Nanopolish / H6 (CP010170.1)
Pandora nanopore no denovo,Escherichia_coli_MSB1_9D,0.8953045842425776,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MINF_8D,0.9009643980677656,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,H131800734,0.897427046395326,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,ST38,0.8456922037224036,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.9313769432190796,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,CFT073,0.8551298542321637,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,H131800734,0.9416970253700814,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8361457628867941,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8333926037204077,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MINF_8D,0.8824500180502313,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8770923470953619,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9250489134472768,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Pandora nanopore with denovo,Escherichia_coli_MSB1_9D,0.8932875065011544,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB1_6C,0.8882208407739094,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Pandora nanopore with denovo,Escherichia_coli_MSB1_8G,0.8925171629839513,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MINF_8D,0.9270913914722684,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9243316795645696,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8955368505371413,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,CFT073,0.9027268805838484,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.9088353221194548,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.9085903846051449,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_8D,0.932552302693782,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,ST38,0.8869032242913839,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9276730100336364,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_1D,0.9190477298333892,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.9175462258464716,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8741582988003219,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,ST38,0.8579558352707262,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8580999427565883,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8637870011916265,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,063_STEC,0.9452353180283832,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MINF_1A,0.9257885930969438,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.908250965220605,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8713897197046531,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Pandora nanopore with denovo,Escherichia_coli_MINF_1D,0.8875502274985791,PRG,Pandora nanopore with denovo / PRG
Nanopolish,063_STEC,0.8642480957177952,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,CFT073,0.8980013756815258,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.9137135073250364,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_9D,0.947699072914746,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8915086229895006,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.9002397446327745,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.9222110402922212,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MINF_1D,0.9001831288781944,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.9545366892367194,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8460371949959338,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8594535507297354,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8395064345835012,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8539533447282525,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8627625144540408,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8639585915050895,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9146442530602188,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MINF_8D,0.88328663194146,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,ST38,0.8515709190156739,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.8908008645888164,S88,Nanopolish / S88 (NC_011742.1)
Pandora nanopore no denovo,Escherichia_coli_MINF_1A,0.8967448530694246,PRG,Pandora nanopore no denovo / PRG
Nanopolish,ST38,0.8827309802816461,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8594324904288004,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.9193404876354996,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9450215604421608,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9142920827634792,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8670734759295645,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8389030992251266,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8342803231072572,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.9533226322493732,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,CFT073,0.8661508508629099,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8801253294226513,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8675003923308784,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.9074396809839016,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.9002566058309023,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9343970836926454,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Pandora nanopore no denovo,063_STEC,0.8864013926444338,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MINF_1D,0.8733718646242202,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_9D,0.946455254171058,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8615744035231407,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,CFT073,0.8888107349792288,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_7C,0.9129981879143654,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8418178615465916,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.9361237579255556,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8698988976758549,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8915021270238179,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8790676855765753,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8453769287959267,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,H131800734,0.9539527174486708,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8447149406559001,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.9175473332844452,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,CFT073,0.949107555755906,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.9185208938452732,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.9106128225242224,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9355282167295697,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8506707505154416,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MINF_8D,0.8629013311329242,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.9822739785839416,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8773247093557509,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8846558100645053,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Pandora nanopore no denovo,Escherichia_coli_MSB1_4E,0.8940458885108331,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_9D,0.8963447689441575,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,CFT073,0.8481465217408201,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,CFT073,0.9269489793142576,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8820028952678938,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.8695172258436933,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9210362746525406,CE10,Nanopolish / CE10 (NC_017646.1)
Pandora nanopore no denovo,Escherichia_coli_MSB1_7C,0.87314586746818,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_8B,0.8484927496082154,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8642347502763541,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8982970134150103,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,063_STEC,0.8978138310093138,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MINF_9A,0.95223303913027,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8889640318642429,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,CFT073,0.9262300497032958,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9468927921804527,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9305250116153012,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.9056404849762784,LF82,Nanopolish / LF82 (NC_011993.1)
Pandora nanopore with denovo,H131800734,0.8932790537784104,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MINF_9A,0.8516908107991104,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9187453083724422,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_1D,0.9194465586062264,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.87674008371798,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9430751685978572,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8545089787351327,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.9197706884482008,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8616223409409499,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8670518924296354,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.8903870973068022,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,ST38,0.8522075841428635,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,063_STEC,0.8861583867946203,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9188570478990103,CE10,Nanopolish / CE10 (NC_017646.1)
Pandora nanopore no denovo,Escherichia_coli_MINF_7C,0.8890482994124866,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_8G,0.9448516647814448,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8529921185837619,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8646856081284782,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Pandora nanopore with denovo,Escherichia_coli_MINF_8D,0.8902431337493482,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MINF_9A,0.8790484488048791,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,063_STEC,0.9326829613134688,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Pandora nanopore with denovo,Escherichia_coli_MINF_7C,0.8865701903638314,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB1_8B,0.8501087762468528,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8435115425804599,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.9127513319371956,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,ST38,0.8641737573940566,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9266779857841424,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.918336712361874,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.8893688315710927,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9380074836831641,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
